Date : 2025-12-16 13:39:31
Directory : /Users/user/Documents/BlueprintCAD
Total : 259 files,  52237 codes, 2520 comments, 4482 blanks, all 59239 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| app/verify-email                                                                            |          1 |        124 |          2 |         16 |        142 |
| backend                                                                                     |         58 |      5,688 |        924 |        980 |      7,592 |
| backend (Files)                                                                             |          1 |         51 |         11 |         14 |         76 |
| backend/lib                                                                                 |         22 |      3,736 |        759 |        609 |      5,104 |
| backend/lib (Files)                                                                         |         21 |      3,603 |        749 |        594 |      4,946 |
| backend/lib/ui                                                                              |          1 |        133 |         10 |         15 |        158 |
| backend/routes                                                                              |          2 |        178 |         12 |         39 |        229 |
| backend/scripts                                                                             |         33 |      1,723 |        142 |        318 |      2,183 |
| components                                                                                  |          1 |        245 |          7 |         23 |        275 |
| db                                                                                          |         21 |      1,434 |        106 |        209 |      1,749 |
| db (Files)                                                                                  |          1 |        254 |          7 |          7 |        268 |
| db/migrations                                                                               |         20 |      1,180 |         99 |        202 |      1,481 |
| frontend                                                                                    |         36 |      7,136 |        276 |        677 |      8,089 |
| frontend/components                                                                         |         34 |      7,016 |        276 |        667 |      7,959 |
| frontend/components (Files)                                                                 |         31 |      6,228 |        238 |        600 |      7,066 |
| frontend/components/ui                                                                      |          3 |        788 |         38 |         67 |        893 |
| frontend/types                                                                              |          2 |        120 |          0 |         10 |        130 |
| lib                                                                                         |         22 |      2,919 |        558 |        458 |      3,935 |
| lib (Files)                                                                                 |         21 |      2,786 |        548 |        443 |      3,777 |
| lib/ui                                                                                      |          1 |        133 |         10 |         15 |        158 |
| patches                                                                                     |          1 |      1,671 |          0 |          1 |      1,672 |
| public                                                                                      |          6 |      1,632 |        168 |        435 |      2,235 |
| scripts                                                                                     |          1 |         22 |          5 |          6 |         33 |
+---------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                    | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| /Users/user/Documents/BlueprintCAD/AUTHENTICATION_FIX_COMPLETE.md                           | Markdown           |        131 |          0 |         35 |        166 |
| /Users/user/Documents/BlueprintCAD/AUTH_FIX_SUMMARY.md                                      | Markdown           |        109 |          0 |         28 |        137 |
| /Users/user/Documents/BlueprintCAD/BACKEND_CLEANUP_SUMMARY.md                               | Markdown           |        198 |          0 |         26 |        224 |
| /Users/user/Documents/BlueprintCAD/BACKEND_CONVERSION_GUIDE.md                              | Markdown           |         66 |          0 |         20 |         86 |
| /Users/user/Documents/BlueprintCAD/FRONTEND_AUTH_REFACTOR_SUMMARY.md                        | Markdown           |        113 |          0 |         28 |        141 |
| /Users/user/Documents/BlueprintCAD/README.md                                                | Markdown           |         29 |          0 |          7 |         36 |
| /Users/user/Documents/BlueprintCAD/STOREFRONT_IMPLEMENTATION_STATUS.md                      | Markdown           |        123 |          0 |         24 |        147 |
| /Users/user/Documents/BlueprintCAD/SUBSCRIPTION_IMPLEMENTATION_GUIDE.md                     | Markdown           |        376 |          0 |         70 |        446 |
| /Users/user/Documents/BlueprintCAD/SUBSCRIPTION_SYSTEM_DESIGN.md                            | Markdown           |        287 |          0 |         61 |        348 |
| /Users/user/Documents/BlueprintCAD/SUBSCRIPTION_SYSTEM_SUMMARY.md                           | Markdown           |        255 |          0 |         59 |        314 |
| /Users/user/Documents/BlueprintCAD/TEST_SCENARIOS.md                                        | Markdown           |        323 |          0 |         84 |        407 |
| /Users/user/Documents/BlueprintCAD/app/[username]/store/page.tsx                            | TypeScript JSX     |        798 |         13 |         40 |        851 |
| /Users/user/Documents/BlueprintCAD/app/analytics/page.tsx                                   | TypeScript JSX     |        384 |          3 |         25 |        412 |
| /Users/user/Documents/BlueprintCAD/app/api/auth/[...nextauth]/route.js                      | JavaScript         |         62 |          0 |         13 |         75 |
| /Users/user/Documents/BlueprintCAD/app/auth/callback/page.tsx                               | TypeScript JSX     |         50 |          2 |          7 |         59 |
| /Users/user/Documents/BlueprintCAD/app/buy/page.tsx                                         | TypeScript JSX     |        492 |          9 |         38 |        539 |
| /Users/user/Documents/BlueprintCAD/app/checkout/page.tsx                                    | TypeScript JSX     |        482 |         10 |         49 |        541 |
| /Users/user/Documents/BlueprintCAD/app/checkout/success/page.tsx                            | TypeScript JSX     |        124 |          5 |         14 |        143 |
| /Users/user/Documents/BlueprintCAD/app/components/CheckoutModal.tsx                         | TypeScript JSX     |        148 |          3 |         26 |        177 |
| /Users/user/Documents/BlueprintCAD/app/components/FolderBreadcrumb.tsx                      | TypeScript JSX     |        124 |          1 |         14 |        139 |
| /Users/user/Documents/BlueprintCAD/app/components/FolderTree.tsx                            | TypeScript JSX     |        190 |          4 |         30 |        224 |
| /Users/user/Documents/BlueprintCAD/app/components/VerificationBanner.tsx                    | TypeScript JSX     |        102 |          1 |         11 |        114 |
| /Users/user/Documents/BlueprintCAD/app/components/layout.tsx                                | TypeScript JSX     |          9 |          0 |          1 |         10 |
| /Users/user/Documents/BlueprintCAD/app/components/navbar.tsx                                | TypeScript JSX     |        251 |         12 |         24 |        287 |
| /Users/user/Documents/BlueprintCAD/app/components/threepreview.tsx                          | TypeScript JSX     |        237 |         12 |         48 |        297 |
| /Users/user/Documents/BlueprintCAD/app/context/AuthContext.tsx                              | TypeScript JSX     |        127 |          7 |         21 |        155 |
| /Users/user/Documents/BlueprintCAD/app/context/UserContext.tsx                              | TypeScript JSX     |        116 |          7 |         19 |        142 |
| /Users/user/Documents/BlueprintCAD/app/dashboard/analytics/page.tsx                         | TypeScript JSX     |        415 |          7 |         24 |        446 |
| /Users/user/Documents/BlueprintCAD/app/dashboard/page.tsx                                   | TypeScript JSX     |        435 |         18 |         22 |        475 |
| /Users/user/Documents/BlueprintCAD/app/error.tsx                                            | TypeScript JSX     |         24 |          1 |          2 |         27 |
| /Users/user/Documents/BlueprintCAD/app/explore/error.tsx                                    | TypeScript JSX     |         24 |          1 |          2 |         27 |
| /Users/user/Documents/BlueprintCAD/app/explore/page.tsx                                     | TypeScript JSX     |        882 |         27 |         21 |        930 |
| /Users/user/Documents/BlueprintCAD/app/folders/[id]/page.tsx                                | TypeScript JSX     |      1,591 |         30 |         80 |      1,701 |
| /Users/user/Documents/BlueprintCAD/app/folders/page.tsx                                     | TypeScript JSX     |        349 |         17 |         25 |        391 |
| /Users/user/Documents/BlueprintCAD/app/forgot-password/page.tsx                             | TypeScript JSX     |        141 |          4 |         14 |        159 |
| /Users/user/Documents/BlueprintCAD/app/forgot-username/page.tsx                             | TypeScript JSX     |        141 |          4 |         14 |        159 |
| /Users/user/Documents/BlueprintCAD/app/forum/[id]/page.tsx                                  | TypeScript JSX     |        486 |          5 |         29 |        520 |
| /Users/user/Documents/BlueprintCAD/app/forum/page.tsx                                       | TypeScript JSX     |        824 |         30 |         49 |        903 |
| /Users/user/Documents/BlueprintCAD/app/global-error.tsx                                     | TypeScript JSX     |         28 |          1 |          2 |         31 |
| /Users/user/Documents/BlueprintCAD/app/globals.css                                          | PostCSS            |         70 |          7 |         11 |         88 |
| /Users/user/Documents/BlueprintCAD/app/issues/page.tsx                                      | TypeScript JSX     |        570 |         11 |         59 |        640 |
| /Users/user/Documents/BlueprintCAD/app/layout.tsx                                           | TypeScript JSX     |         35 |          0 |          5 |         40 |
| /Users/user/Documents/BlueprintCAD/app/login/page.tsx                                       | TypeScript JSX     |        231 |          8 |         26 |        265 |
| /Users/user/Documents/BlueprintCAD/app/marketplace/error.tsx                                | TypeScript JSX     |         24 |          1 |          2 |         27 |
| /Users/user/Documents/BlueprintCAD/app/marketplace/page.tsx                                 | TypeScript JSX     |        825 |         27 |         24 |        876 |
| /Users/user/Documents/BlueprintCAD/app/messages/error.tsx                                   | TypeScript JSX     |         24 |          0 |          3 |         27 |
| /Users/user/Documents/BlueprintCAD/app/messages/page.tsx                                    | TypeScript JSX     |      1,201 |         22 |         56 |      1,279 |
| /Users/user/Documents/BlueprintCAD/app/not-found.tsx                                        | TypeScript JSX     |         21 |          1 |          2 |         24 |
| /Users/user/Documents/BlueprintCAD/app/notifications/page.tsx                               | TypeScript JSX     |        383 |         25 |         40 |        448 |
| /Users/user/Documents/BlueprintCAD/app/order/page.tsx                                       | TypeScript JSX     |        415 |          4 |         29 |        448 |
| /Users/user/Documents/BlueprintCAD/app/order/thank-you/page.tsx                             | TypeScript JSX     |        110 |          0 |         11 |        121 |
| /Users/user/Documents/BlueprintCAD/app/orders/page.tsx                                      | TypeScript JSX     |        393 |          7 |         26 |        426 |
| /Users/user/Documents/BlueprintCAD/app/page.tsx                                             | TypeScript JSX     |        337 |         12 |         23 |        372 |
| /Users/user/Documents/BlueprintCAD/app/profile/[username]/followers/page.tsx                | TypeScript JSX     |        193 |          0 |         18 |        211 |
| /Users/user/Documents/BlueprintCAD/app/profile/[username]/following/page.tsx                | TypeScript JSX     |        193 |          0 |         18 |        211 |
| /Users/user/Documents/BlueprintCAD/app/profile/[username]/page.tsx                          | TypeScript JSX     |        897 |         28 |         48 |        973 |
| /Users/user/Documents/BlueprintCAD/app/profile/[username]/page_old.tsx                      | TypeScript JSX     |        797 |         30 |         57 |        884 |
| /Users/user/Documents/BlueprintCAD/app/project/[id]/error.tsx                               | TypeScript JSX     |         24 |          1 |          2 |         27 |
| /Users/user/Documents/BlueprintCAD/app/project/[id]/page.tsx                                | TypeScript JSX     |        961 |         40 |         49 |      1,050 |
| /Users/user/Documents/BlueprintCAD/app/providers/AuthProvider.tsx                           | TypeScript JSX     |          6 |          0 |          3 |          9 |
| /Users/user/Documents/BlueprintCAD/app/purchase/page.tsx                                    | TypeScript JSX     |        584 |         13 |         34 |        631 |
| /Users/user/Documents/BlueprintCAD/app/quote/page.tsx                                       | TypeScript JSX     |      1,140 |         75 |        108 |      1,323 |
| /Users/user/Documents/BlueprintCAD/app/quote/page_old.tsx                                   | TypeScript JSX     |        726 |         20 |         81 |        827 |
| /Users/user/Documents/BlueprintCAD/app/register/page.tsx                                    | TypeScript JSX     |        247 |          9 |         23 |        279 |
| /Users/user/Documents/BlueprintCAD/app/reset-password/page.tsx                              | TypeScript JSX     |        214 |          5 |         23 |        242 |
| /Users/user/Documents/BlueprintCAD/app/settings/account/page.tsx                            | TypeScript JSX     |        225 |          3 |         24 |        252 |
| /Users/user/Documents/BlueprintCAD/app/settings/page.tsx                                    | TypeScript JSX     |        791 |         20 |         35 |        846 |
| /Users/user/Documents/BlueprintCAD/app/share/[token]/page.tsx                               | TypeScript JSX     |        337 |         17 |         28 |        382 |
| /Users/user/Documents/BlueprintCAD/app/storefront/page.tsx                                  | TypeScript JSX     |        434 |          0 |         23 |        457 |
| /Users/user/Documents/BlueprintCAD/app/subscription/page.tsx                                | TypeScript JSX     |        381 |          6 |         28 |        415 |
| /Users/user/Documents/BlueprintCAD/app/subscription/success/page.tsx                        | TypeScript JSX     |        141 |          2 |         16 |        159 |
| /Users/user/Documents/BlueprintCAD/app/support/page.tsx                                     | TypeScript JSX     |        191 |          8 |         11 |        210 |
| /Users/user/Documents/BlueprintCAD/app/transfer-requests/page.tsx                           | TypeScript JSX     |         30 |          0 |          4 |         34 |
| /Users/user/Documents/BlueprintCAD/app/upload/page.tsx                                      | TypeScript JSX     |        889 |         47 |         80 |      1,016 |
| /Users/user/Documents/BlueprintCAD/app/verify-email/page.tsx                                | TypeScript JSX     |        124 |          2 |         16 |        142 |
| /Users/user/Documents/BlueprintCAD/backend/lib/activity-logger.js                           | JavaScript         |         81 |         34 |         14 |        129 |
| /Users/user/Documents/BlueprintCAD/backend/lib/auth.js                                      | JavaScript         |         62 |          7 |         12 |         81 |
| /Users/user/Documents/BlueprintCAD/backend/lib/cad-formats.js                               | JavaScript         |        251 |         54 |         25 |        330 |
| /Users/user/Documents/BlueprintCAD/backend/lib/email-templates.js                           | JavaScript         |        269 |          1 |          6 |        276 |
| /Users/user/Documents/BlueprintCAD/backend/lib/email-verification.js                        | JavaScript         |         70 |         14 |         21 |        105 |
| /Users/user/Documents/BlueprintCAD/backend/lib/email.js                                     | JavaScript         |        201 |         17 |         19 |        237 |
| /Users/user/Documents/BlueprintCAD/backend/lib/file-metadata-utils.js                       | JavaScript         |         90 |         24 |         16 |        130 |
| /Users/user/Documents/BlueprintCAD/backend/lib/folder-utils.js                              | JavaScript         |        179 |         69 |         45 |        293 |
| /Users/user/Documents/BlueprintCAD/backend/lib/generateThumbnail.js                         | JavaScript         |        390 |         85 |         75 |        550 |
| /Users/user/Documents/BlueprintCAD/backend/lib/print-cost-config.js                         | JavaScript         |        178 |         14 |         10 |        202 |
| /Users/user/Documents/BlueprintCAD/backend/lib/print-cost-estimator.js                      | JavaScript         |        467 |        119 |         96 |        682 |
| /Users/user/Documents/BlueprintCAD/backend/lib/print-cost-validator.js                      | JavaScript         |        271 |         39 |         40 |        350 |
| /Users/user/Documents/BlueprintCAD/backend/lib/privacy-utils.js                             | JavaScript         |         79 |         40 |         21 |        140 |
| /Users/user/Documents/BlueprintCAD/backend/lib/rate-limit.js                                | JavaScript         |         71 |         31 |         20 |        122 |
| /Users/user/Documents/BlueprintCAD/backend/lib/stl-printability.js                          | JavaScript         |         96 |         17 |         20 |        133 |
| /Users/user/Documents/BlueprintCAD/backend/lib/stl-utils.js                                 | JavaScript         |        104 |         39 |         35 |        178 |
| /Users/user/Documents/BlueprintCAD/backend/lib/stripe-utils.js                              | JavaScript         |         66 |         19 |         12 |         97 |
| /Users/user/Documents/BlueprintCAD/backend/lib/subscription-utils.js                        | JavaScript         |        305 |         50 |         45 |        400 |
| /Users/user/Documents/BlueprintCAD/backend/lib/thumbnailGenerator.js                        | JavaScript         |        134 |         29 |         28 |        191 |
| /Users/user/Documents/BlueprintCAD/backend/lib/thumbnailGeneratorSimple.js                  | JavaScript         |        211 |         36 |         26 |        273 |
| /Users/user/Documents/BlueprintCAD/backend/lib/ui/design-system.ts                          | TypeScript         |        133 |         10 |         15 |        158 |
| /Users/user/Documents/BlueprintCAD/backend/lib/verification-middleware.js                   | JavaScript         |         28 |         11 |          8 |         47 |
| /Users/user/Documents/BlueprintCAD/backend/routes/auth.js                                   | JavaScript         |        123 |          7 |         29 |        159 |
| /Users/user/Documents/BlueprintCAD/backend/routes/cad.js                                    | JavaScript         |         55 |          5 |         10 |         70 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-comments-system.js                   | JavaScript         |        115 |          8 |         15 |        138 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-email-verification.js                | JavaScript         |         91 |         13 |         23 |        127 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-extended-profile-fields.js           | JavaScript         |         47 |          6 |          8 |         61 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-file-versions.js                     | JavaScript         |         50 |          4 |          6 |         60 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-follow-requests.js                   | JavaScript         |         25 |          1 |          5 |         31 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-messaging-notifications.js           | JavaScript         |         57 |          4 |          9 |         70 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-oauth-support.js                     | JavaScript         |        125 |         15 |         23 |        163 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-ownership-transfer.js                | JavaScript         |         76 |          6 |         11 |         93 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-private-accounts.js                  | JavaScript         |         23 |          1 |          5 |         29 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-profile-columns.js                   | JavaScript         |         28 |          0 |          6 |         34 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-profile-fields.js                    | JavaScript         |         21 |          0 |          4 |         25 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-project-dimensions.js                | JavaScript         |         35 |          0 |          6 |         41 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-recovery-tokens-table.js             | JavaScript         |         48 |          3 |          7 |         58 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/add-rename-move-support.js               | JavaScript         |         92 |          7 |         16 |        115 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/check-comments.js                        | JavaScript         |         17 |          0 |          6 |         23 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/check-schema.js                          | JavaScript         |         18 |          0 |          6 |         24 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/check-users.js                           | JavaScript         |         16 |          0 |          5 |         21 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/create-follows-table.js                  | JavaScript         |         32 |          3 |          6 |         41 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/create-forum-tables.js                   | JavaScript         |         66 |          3 |          8 |         77 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/debug-file.js                            | JavaScript         |         44 |          3 |          8 |         55 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/fix-uploaded-filenames.js                | JavaScript         |         31 |          4 |          7 |         42 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/force_all_previews_work.js               | JavaScript         |         36 |          4 |          7 |         47 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/generate-existing-thumbnails.js          | JavaScript         |         91 |         11 |         21 |        123 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/generate-missing-thumbnails.js           | JavaScript         |         51 |          5 |         13 |         69 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/migrate-existing-projects-to-versions.js | JavaScript         |         72 |          4 |          8 |         84 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/migrate-nested-folders.js                | JavaScript         |         95 |          5 |         11 |        111 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/migrate-thumbnails.js                    | JavaScript         |         62 |          7 |         14 |         83 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/run-migration.js                         | JavaScript         |         22 |          1 |          7 |         30 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/sync_uploads_with_db.js                  | JavaScript         |         44 |          5 |          8 |         57 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/test-privacy-filter.js                   | JavaScript         |         51 |          1 |          7 |         59 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/test-recovery-system.js                  | JavaScript         |         74 |         11 |         15 |        100 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/verify-migration.js                      | JavaScript         |         41 |          4 |         10 |         55 |
| /Users/user/Documents/BlueprintCAD/backend/scripts/verify-schema.js                         | JavaScript         |         27 |          3 |          7 |         37 |
| /Users/user/Documents/BlueprintCAD/backend/server.js                                        | JavaScript         |         51 |         11 |         14 |         76 |
| /Users/user/Documents/BlueprintCAD/components/LicenseSelectionModal.tsx                     | TypeScript JSX     |        245 |          7 |         23 |        275 |
| /Users/user/Documents/BlueprintCAD/db/db.js                                                 | JavaScript         |        254 |          7 |          7 |        268 |
| /Users/user/Documents/BlueprintCAD/db/migrations/002_orders_schema.sql                      | MS SQL             |         40 |          1 |          3 |         44 |
| /Users/user/Documents/BlueprintCAD/db/migrations/003_issues_schema.js                       | JavaScript         |         61 |          2 |          7 |         70 |
| /Users/user/Documents/BlueprintCAD/db/migrations/004_cad_editor_schema.js                   | JavaScript         |         95 |          4 |         10 |        109 |
| /Users/user/Documents/BlueprintCAD/db/migrations/005_add_user_tier.js                       | JavaScript         |         23 |          1 |          5 |         29 |
| /Users/user/Documents/BlueprintCAD/db/migrations/006_add_subscriptions.js                   | JavaScript         |        113 |         11 |         17 |        141 |
| /Users/user/Documents/BlueprintCAD/db/migrations/007_add_file_branches.js                   | JavaScript         |        100 |          8 |         15 |        123 |
| /Users/user/Documents/BlueprintCAD/db/migrations/008_make_branch_id_nullable.js             | JavaScript         |         48 |          8 |         13 |         69 |
| /Users/user/Documents/BlueprintCAD/db/migrations/009_add_file_metadata.js                   | JavaScript         |         87 |          9 |         18 |        114 |
